objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Star Realms: Zestaw Gambit","158957","8","0","0","1","0","0","0","0","0","0","0","3","","7","","","","77171648","6.34815","7.22213","1.8947","0","9822","thing","Star Realms: Gambit Set","1","6","20","20","20","2018","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Star Realms: Zestaw Promo I","203074","8","0","0","1","0","0","0","0","0","0","0","3","","8","","","","77171669","5.92224","7.78315","1.75","0","3192","thing","Star Realms: Promo Pack I","2","2","20","0","20","2018","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Star Wars: The Deckbuilding Game","374173","0","0","0","1","0","0","0","0","0","0","0","3","","127","","","","104979411","7.30383","7.86161","2.0199","227","18641","thing","Star Wars: The Deckbuilding Game","2","2","30","30","30","2023","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2023","Polish edition"
"Star Wars: Zewnętrzne Rubieże","271896","0","0","0","1","0","0","0","0","0","0","0","3","","200","","","","110203592","7.34994","7.73964","2.5741","203","25281","thing","Star Wars: Outer Rim","1","4","180","180","120","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"Stella: Dixit Universe","329845","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","106737958","6.64355","7.30292","1.1279","976","7856","thing","Stella: Dixit Universe","3","6","30","30","30","2021","3,4,5,6","5,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Libellud; Rebel Sp. z o.o.","Polish","2021","Polish edition"
"Sushi Go Party!","192291","0","0","0","1","0","0","0","0","0","0","0","3","","53","","","","82582123","7.23282","7.3858","1.3083","269","68295","thing","Sushi Go Party!","2","8","20","20","20","2019","2,3,4,5,6,7,8","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2019","Polish edition"
"Świat Dysku: Ankh-Morpork","91312","9.5","0","0","1","0","0","0","0","0","0","0","3","","160","","","","49907409","6.88588","7.25326","2.2067","616","12803","thing","Discworld: Ankh-Morpork","2","4","60","60","60","2011","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Phalanx Games Polska","Polish","2011","Polish edition"
"Światowy Konflikt","131357","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","42717641","6.83839","6.97997","1.4103","678","85658","thing","Coup","2","6","15","15","15","2014","3,4,5,6","5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2014","Polish edition"
"Świńska gra","2593","8.5","0","0","1","0","0","0","0","0","0","0","3","","42","","","","45146971","5.42995","5.47222","1.068","27594","13301","thing","Pass the Pigs","2","10","30","30","30","0","2,3,4,5,6,7,8","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Milton Bradley","Polish","0","Milton Bradley Polish edition"
"Szalona Misja","136991","7","0","0","1","0","0","0","0","0","0","0","3","","0","","","","42717663","6.51873","6.87069","1.1919","1204","10418","thing","Loony Quest","2","5","30","30","20","2015","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Libellud; Rebel Sp. z o.o.","Polish","2015","Polish edition"
"Szalone wózki","195518","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","55686510","5.55544","5.78682","1.875","11818","1437","thing","Crazy Karts","3","8","60","60","45","2016","4,5,6,8","6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2016","Polish edition"
"Szarlatani z Pasikurowic","244521","0","0","0","1","0","0","0","0","0","0","0","3","","84","","","","75860317","7.6751","7.81262","1.942","69","84672","thing","The Quacks of Quedlinburg","2","4","45","45","45","2018","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","G3","Polish","2018","Polish edition"
"Szczęść Boże: wielka gra karciana","192945","0","0","0","1","0","0","0","0","0","0","0","3","","36","","","","56085745","6.18486","7.07029","2.7045","2155","3464","thing","Coal Baron: The Great Card Game","2","4","80","80","50","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","eggertspiele; Lacerta","Polish","2017","Polish edition"
"Szeregowy Pingwin","190639","6.5","0","0","1","0","0","0","0","0","0","0","3","","41","","","","48504278","5.8722","6.60725","1.4","3855","2012","thing","Zany Penguins","2","5","20","20","20","2016","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Bombyx; Rebel Sp. z o.o.","Polish","2016","Polish edition"
"Szeryf z Nottingham","157969","0","0","0","1","0","0","0","0","0","0","0","3","","49","","","","57407729","6.92583","7.05961","1.6606","562","55030","thing","Sheriff of Nottingham","3","5","60","60","60","2017","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2017","Polish second edition"
"Szeryf z Nottingham: Wesoła Kompania","226065","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","72449128","6.41303","7.54231","2","0","9122","thing","Sheriff of Nottingham: Merry Men","3","6","60","0","60","2017","3,4,5,6","5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2017","Polish edition"
"Szklany tron","274445","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","80849894","5.54188","6.4562","2.8333","13412","530","thing","Embers of Memory: A Throne of Glass Game","2","2","45","45","45","2020","2","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2020","Polish edition"
"Szmal","151247","0","0","0","1","0","0","0","0","0","0","0","3","","11","","","","56085711","6.09088","6.63327","2","2550","3632","thing","Greed","2","5","30","30","30","2015","2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2015","Polish edition"
"Sztuka wojny","18745","8","0","0","1","0","0","0","0","0","0","0","3","","30","","","","52233655","6.31193","7.04942","2.0952","1712","3977","thing","Sun Tzu","2","2","30","30","30","2014","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2014","Polish edition"
"Szybcy i Ścigani","249039","0","0","0","1","0","0","0","0","0","0","0","3","","4","","","","66344098","5.52837","5.73478","1.6","15833","714","thing","5 Minute Chase","2","4","15","15","5","2018","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Board&Dice","Polish","2018","Polish edition"
"T.I.M.E Stories","146508","0","0","0","1","0","0","0","0","0","0","0","3","","73","","","","76957286","7.17008","7.36562","2.588","314","42428","thing","T.I.M.E Stories","2","4","90","90","90","2016","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2016","Polish edition"
"T.I.M.E Stories: Proroctwo Smoków","189035","0","0","0","1","0","0","0","0","0","0","0","3","","39","","","","107592769","6.92643","7.52873","2.6447","0","15172","thing","T.I.M.E Stories: A Prophecy of Dragons","2","4","180","180","90","2016","2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2016","Polish edition"
"T.I.M.E Stories: Sprawa Marcy","180585","0","0","0","1","0","0","0","0","0","0","0","3","","39","","","","107592767","6.99315","7.4968","2.6633","0","16782","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2016","Polish edition"
"Tajemnicze Domostwo","113997","0","0","0","1","0","0","0","0","0","0","0","3","","95","","","","91799492","6.6165","7.09374","1.8326","1011","5359","thing","Tajemnicze Domostwo","2","7","60","60","30","2014","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2014","Polish second edition"
"Tajniacy: Obrazki","198773","7.5","0","0","1","0","0","0","0","0","0","0","3","","0","","","","42717648","7.00623","7.1819","1.2442","467","42066","thing","Codenames: Pictures","2","8","15","15","15","2016","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2016","Polish edition"
"Tak, Mroczny Władco!","18723","6","0","0","1","0","0","0","0","0","0","0","3","","0","","","","52806246","5.64608","5.83569","1.2812","7118","6303","thing","Aye, Dark Overlord! The Red Box","4","16","30","30","30","2013","4,5,6,7,8","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Black Monk","Polish","2013","Polish edition"
"Takenoko","70919","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","106737901","7.07065","7.20608","1.9753","406","73636","thing","Takenoko","2","4","45","45","45","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2014","Polish edition"
"Teby","30869","0","0","0","1","0","0","0","0","0","0","0","3","","26","","","","56008494","6.81604","7.12501","2.1562","696","12162","thing","Thebes","2","4","60","60","60","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2015","Polish edition"
"Teotihuacan: Miasto Bogów","229853","0","0","0","1","0","0","0","0","0","0","0","3","","107","","","","91799533","7.58569","7.85247","3.7742","91","27395","thing","Teotihuacan: City of Gods","1","4","120","120","90","2019","1,2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2019","Polish edition"
"Terra Mystica","120677","7","0","0","1","0","0","0","0","0","0","0","2","","120","","","","45346610","7.87943","8.04769","3.974","31","53315","thing","Terra Mystica","2","5","150","150","60","2013","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Bard Centrum Gier; MINDOK","Czech; Polish","2013","Polish/Czech edition"
"Terraformacja Marsa","167791","8.5","0","0","1","0","0","0","0","0","0","0","3","","0","","","","48287856","8.20374","8.35166","3.2655","7","146201","thing","Terraforming Mars","1","5","120","120","120","2017","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.; FryxGames","Polish","2017","Polish edition, third printing"
"Terraformacja Marsa: Ekspedycja Ares","328871","8.5","0","0","1","0","0","0","0","0","0","0","3","","71","","","","114698006","7.38356","7.65366","2.9167","181","36468","thing","Terraforming Mars: Ares Expedition","1","4","60","60","45","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.; Stronghold Games","Polish","2022","Polish edition"
"Terraformacja Marsa: Ekspedycja Ares – Infrastruktura","358740","0","0","0","1","0","0","0","0","0","0","0","3","","90","","","","128459719","5.71506","7.49385","2.5","0","2497","thing","Terraforming Mars: Ares Expedition – Foundations","1","6","60","60","60","2023","2,3,4,5,6","2,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.; Stronghold Games","Polish","2023","Polish edition"
"Terraformacja Marsa: Ekspedycja Ares – Odkrycia","358739","0","0","0","1","0","0","0","0","0","0","0","3","","59","","","","128444400","6.00619","7.99195","2.75","0","3545","thing","Terraforming Mars: Ares Expedition – Discovery","1","4","60","60","60","2023","2,3,4","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.; Stronghold Games","Polish","2023","Polish edition"
"Terraformacja Marsa: Gra Kościana","296108","8","0","0","1","0","0","0","0","0","0","0","3","","86","","","","119460355","6.53793","7.32449","2.3663","1169","7917","thing","Terraforming Mars: The Dice Game","1","4","45","0","45","2023","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.; Stronghold Games","Polish","2023","Polish edition"
"Terraformacja Marsa: Kolonie","255681","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","56085738","7.47875","8.10315","3.0105","0","29681","thing","Terraforming Mars: Colonies","1","5","120","120","120","2018","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.","Polish","2018","Polish edition"
"Terraformacja Marsa: Preludium","247030","9","0","0","1","0","0","0","0","0","0","0","3","","38","","","","54544822","8.40992","8.84625","2.5327","0","48917","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.","Polish","2018","Polish edition"
"Terraformacja Marsa: Wenus","231965","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","55686482","7.09851","7.56552","2.8491","0","30519","thing","Terraforming Mars: Venus Next","1","5","120","120","90","2017","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","FryxGames; Rebel Sp. z o.o.","Polish","2017","Polish edition"
"Terraforming Mars: Ares Expedition – Discovery · Foundations · Crisis","358741","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","128459705","5.98394","8.06286","2.8333","0","3802","thing","Terraforming Mars: Ares Expedition – Discovery · Foundations · Crisis","1","6","60","60","60","2023","1,2,3,4,5,6","3,4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Terrors of London","225910","0","0","0","1","0","0","0","0","0","0","0","3","","67","","","","87183080","5.96324","7.06805","2.2143","3221","2677","thing","Terrors of London","2","2","40","40","20","2020","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2020","Polish edition"
"Tiletum","351913","0","0","0","1","0","0","0","0","0","0","0","3","","121","","","","117473406","7.17985","7.88381","3.4118","308","8962","thing","Tiletum","1","4","100","100","60","2023","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Board&Dice; Rebel Sp. z o.o.","Polish","2023","Polish edition"
"Top 10","300905","0","0","0","1","0","0","0","0","0","0","0","3","","23","","","","117783849","6.75366","7.46314","1.0851","787","7453","thing","Top Ten","4","9","30","30","30","2020","4,5,6,7,8,9","6,7","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Torres","88","0","0","0","1","0","0","0","0","0","0","0","3","","59","","","","69878312","6.76493","7.08652","2.8566","768","14423","thing","Torres","2","4","60","60","60","2017","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","HUCH!","English; French; German; Polish","2017","English/French/German/Polish edition"
"Tortuga 2199","265017","0","0","0","1","0","0","0","0","0","0","0","3","","98","","","","98890361","5.97667","7.08338","2.5714","3134","2416","thing","Tortuga 2199","2","4","90","90","60","2021","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2021","Polish edition"
"Trismegistus: Ostateczna Formuła","281442","0","0","0","1","0","0","0","0","0","0","0","3","","113","","","","79413266","6.74343","7.57683","4.1821","804","6059","thing","Trismegistus: The Ultimate Formula","1","4","120","120","90","2019","1,2,3","2","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2019","Polish edition"
"Troyes","73439","0","0","0","1","0","0","0","0","0","0","0","3","","46","","","","56553142","7.50442","7.71219","3.4532","126","27863","thing","Troyes","1","4","90","90","90","2016","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Pearl Games; Rebel Sp. z o.o.","Polish","2016","Polish edition"
"Tuareg","118048","9","0","0","1","0","0","0","0","0","0","0","3","","77","","","","120558144","7.4173","7.60377","2.3356","159","40538","thing","Targi","2","2","60","60","60","2018","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2018","Polish edition"
"Tuareg: Rozszerzenie","202453","0","0","0","1","0","0","0","0","0","0","0","3","","65","","","","129368174","6.58236","8.09394","2.5","0","9000","thing","Targi: The Expansion","2","2","60","60","60","2021","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Galakta; KOSMOS","Polish","2021","Polish edition"
"Turing Machine","356123","0","0","0","1","0","0","0","0","0","0","0","3","","98","","","","126367373","7.16379","7.65949","2.4865","321","15951","thing","Turing Machine","1","4","20","20","20","2023","1,2,3,4","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games; Scorpion Masqué","Polish","2023","Polish edition"
"Twierdza: Oblężenie Runedar","333539","0","0","0","1","0","0","0","0","0","0","0","3","","49","","","","128444387","6.06675","7.02495","2.3158","2657","2745","thing","The Siege of Runedar","1","4","90","90","60","2021","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games; Ludonova","Polish","2021","Polish edition"
"Twisted Fables","308621","0","0","0","1","0","0","0","0","0","0","0","3","","150","","","","97921017","5.97667","7.75151","2.9286","3135","1656","thing","Twisted Fables","2","2","60","60","30","2022","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Czacha Games","Polish","2022","Polish edition"
"Tyrants of the Underdark: Edycja Polska","336847","0","0","0","1","0","0","0","0","0","0","0","3","","125","","","","91568074","6.96116","8.20971","2.4578","0","5945","thing","Tyrants of the Underdark: Board Game","2","4","90","90","90","2021","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Gale Force Nine, LLC","Polish","2021","Polish edition"
"Tzolk'in: Kalendarz Majów","126163","8.5","0","0","1","0","0","0","0","0","0","0","3","","118","","","","42717611","7.69222","7.85221","3.6658","66","48003","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2012","Polish edition"
"Uga Buga","106753","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","42717512","5.6348","5.98865","1.0227","7436","2095","thing","Ooga Booga","3","6","10","10","10","2012","4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2012","Polish edition"
"Ulm","191876","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","61374380","6.4097","7.00943","2.6944","1459","4590","thing","Ulm","2","4","75","75","45","2017","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Sharp Games","Polish","2017","Polish edition"
"Unlock!: Wielka ucieczka","213460","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","61761403","6.86674","7.34622","2.099","0","11088","thing","Unlock!: Escape Adventures","2","6","75","75","45","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2017","Polish edition"
"UNO","2223","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","55338124","5.34209","5.46565","1.1034","27839","64593","thing","UNO","2","10","30","30","30","2010","2,3,4,5,6,7,8","4,5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Mattel, Inc.","Czech; Hungarian; Polish; Russian; Slovak","2010","Mattel multilingual Eastern European edition 2010"
"UNO: All Wild!","352997","0","0","0","1","0","0","0","0","0","0","0","3","","10","","","","119919349","5.34539","4.57108","1","27834","1933","thing","UNO: All Wild!","2","10","30","30","15","2022","3,4,5,6,7,8","4,5","6+","","","","","","","standalone","","","","","","","","","","","","Mattel, Inc.","Dutch; English; French; German; Italian; Portuguese; Spanish","2022","Multilingual edition 2022"
"Urbanista","251658","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","83829074","6.98604","7.29528","1.8169","485","25747","thing","Sprawlopolis","1","4","20","20","15","2020","1,2","1","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games","Polish","2020","Polish edition"
"Valeria: Karciane Królestwa","170561","0","0","0","1","0","0","0","0","0","0","0","3","","60","","","","65818358","6.87966","7.44249","1.9742","622","10050","thing","Valeria: Card Kingdoms","1","5","45","45","30","2018","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Valeria: Karciane Królestwa – rozszerzenie #1: Królewska Straż","181870","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","72449056","5.77712","7.45236","2.1429","0","2627","thing","Valeria: Card Kingdoms – Expansion Pack #01: King's Guard","1","5","45","45","30","2018","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Valeria: Karciane Królestwa – rozszerzenie #2: Nieumarły Samuraj","181875","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","72449071","5.7653","7.49963","2.1429","0","2538","thing","Valeria: Card Kingdoms – Expansion Pack #02: Undead Samurai","1","5","45","45","30","2018","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Valeria: Wioski","180040","0","0","0","1","0","0","0","0","0","0","0","3","","24","","","","69228792","6.36557","6.98049","2.3103","1573","5855","thing","Villages of Valeria","1","5","60","60","30","2018","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Valeria: Wioski – Monumenty","194698","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","72449092","5.66591","7.27847","2.5","0","1679","thing","Villages of Valeria: Monuments","1","5","60","60","30","2018","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Valeria: Wioski – Siedziby Gildii","194474","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","72449082","5.64977","7.22735","2.3333","0","1604","thing","Villages of Valeria: Guild Halls","1","5","60","60","30","2018","3,4","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Valeria: Wioski – wydarzenia","194471","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","72449105","5.62352","7.10389","2","0","1468","thing","Villages of Valeria: Events","1","5","60","60","30","2018","1","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2018","Polish edition"
"Valeria: Wyprawy","187680","0","0","0","1","0","0","0","0","0","0","0","3","","24","","","","69228783","6.14652","6.8958","2.1746","2300","4288","thing","Quests of Valeria","1","5","45","45","20","2018","1,2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Velonimo","323262","0","0","0","1","0","0","0","0","0","0","0","3","","18","","","","126778521","5.93983","6.75018","1.2128","3381","3261","thing","Velonimo","2","5","40","40","30","2022","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Studio Stratosphères","German","2022","German edition"
"Via Nebula","191231","0","0","0","1","0","0","0","0","0","0","0","3","","49","","","","57407745","6.52805","7.01783","2.2481","1186","6632","thing","Via Nebula","2","4","60","60","45","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2016","Polish edition"
"Vikings Gone Wild","187377","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","65853196","6.43396","7.09874","2.2308","1395","6608","thing","Vikings Gone Wild","2","4","90","90","45","2017","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2017","Polish edition"
"Vikings Gone Wild: Masters of Elements","231220","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","65853218","5.76707","7.57647","2.5","0","2293","thing","Vikings Gone Wild: Masters of Elements","2","4","120","120","60","2018","2,3,4","3","","","","","","","","expansion","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Vikings Gone Wild: Masters of Elements – Booster Box","255081","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","66346293","5.53748","7.32957","0","0","485","thing","Vikings Gone Wild: Masters of Elements – Booster Box","2","4","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Vikings: Warriors of the North","146275","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","48287869","5.44445","5.21833","1.75","27468","599","thing","Vikings: Warriors of the North","3","4","60","60","60","2013","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","English","2013","English edition"
"Viticulture Essential Edition","183394","8","0","0","1","0","0","0","0","0","0","0","3","","170","","","","125711181","7.82762","7.97804","2.8925","39","72008","thing","Viticulture Essential Edition","1","6","90","90","45","2020","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2020","Polish edition"
"Viticulture: Goście z Doliny Renu","248929","0","0","0","1","0","0","0","0","0","0","0","3","","64","","","","128807307","6.89538","8.22888","2.7727","0","12095","thing","Viticulture: Visit from the Rhine Valley","1","6","90","90","60","2021","1,2,3,4,5,6","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","PHALANX; Stonemaier Games","Polish","2021","Polish edition"
"Viticulture: Toskania","202174","0","0","0","1","0","0","0","0","0","0","0","3","","126","","","","128807295","8.00486","8.54695","3.2669","0","30500","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2020","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","PHALANX","Polish","2020","Polish edition"
"VOLT","211454","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","87660974","5.76442","6.67919","2","4938","1597","thing","VOLT","2","4","45","45","30","2019","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Galakta","Polish","2019","Polish edition"
